Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Labels,Description,Environment,Watchers,Watchers Id,Log Work,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Attachment,Attachment,Custom field (Accessibility needs),Custom field (Actual end),Custom field (Actual start),Custom field (Affected hardware),Custom field (Affected services),Custom field (Approvals),Custom field (Atlassian project),Custom field (Atlassian project status),Custom field (Category),Custom field (Category),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (City),Custom field (Comments),Custom field (Company email address),Custom field (Confidence),Custom field (Confidence),Custom field (Date of birth),Custom field (Delivery progress),Custom field (Delivery status),Custom field (Department),Custom field (Department),Custom field (Department),Custom field (Department),Custom field (Department),Custom field (Designs ready),Custom field (Designs ready),Custom field (Development),Custom field (Documents),Custom field (Documents),Custom field (Effort),Custom field (Effort),Custom field (Employee ID),Custom field (Employee location),Custom field (Employment type),Custom field (Epic Color),Custom field (Epic Name),Custom field (Epic Status),Custom field (First name),Custom field (Focus Areas),Custom field (Goals),Custom field (Idea archived),Custom field (Idea archived on),Custom field (Idea short description),Custom field (Idea short description),Custom field (Impact),Custom field (Impact),Custom field (Impact),Custom field (Impact score),Custom field (Impact score),Custom field (Insights),Custom field (Issue color),Custom field (Job title),Custom field (Last name),Custom field (Last working day),Custom field (Linked items),Custom field (Locked forms),Custom field (Mailing address),Custom field (Major incident),Custom field (Middle name),Custom field (Open forms),Custom field (Pending reason),Custom field (Personal email address),Custom field (Project overview key),Custom field (Project overview status),Custom field (Project start),Custom field (Project start),Custom field (Project target),Custom field (Project target),Custom field (Rank),Custom field (Region),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (Residential status),Custom field (Resignation date),Custom field (Responders),Custom field (Roadmap),Custom field (Roadmap),Custom field (Role),Satisfaction rating,Custom field (Satisfaction date),Custom field (Sentiment),Custom field (Severity),Custom field (Spec ready),Custom field (Spec ready),Sprint,Sprint,Custom field (Start date),Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Team Id,Team Name,Custom field (Time to close after resolution),Custom field (Time to first response),Custom field (Time to resolution),Custom field (Total forms),Custom field (Urgency),Custom field (Value),Custom field (Value),Custom field (Vulnerability),Custom field (Work category),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Comment,Parent,Parent key,Parent summary,Status Category,Status Category Changed
"[Web][Vault]: After some time in the app, certain endpoints start returning 403 Forbidden",MUS-724,45186,Bug,Ready For Test,MUS,MUSAHM,software,Waleed Hussien,60aa0dcf5c73730069e7ad29,,Medium,,Ahmed Taher,712020:ba0168bc-6dad-4942-a8c1-0a85c1d85007,Abanob Ashraf,712020:13892bc4-7729-4ac2-b049-fa974364ed48,Abanob Ashraf,712020:13892bc4-7729-4ac2-b049-fa974364ed48,25/Mar/26 7:05 PM,31/Mar/26 7:07 PM,,,,0,high-priority,severity-high,"*Environment / Endpoint*

* *Endpoint:* {{POST https://api-s2.vault.musahm.com/api/documents/uploadDocument}}
* *Module:* Vault – Documents
* *Issue:* Intermittent HTTP 403 when uploading documents after the user has been using the app for a while

----

h3. Request Details

*Headers*

* {{Authorization: Bearer <JWT>}}
Example token (redacted in ticket, shared here for backend analysis):
{{eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJOYW1lQXIiOiLYp9mE2KrYs9iq2LEiLCJOYW1lRW4iOiJ0ZXN0ZXIiLCJFbWFpbCI6ImEubW9uaXJAcnVuYXRlY2hub2xvZ3kuY29tIiwiTW9iaWxlTnVtYmVyIjoiMjAxMDE3Nzk1NTI2IiwiQ29tcGFueU5hbWVBciI6Itin2KjYp9mG2YjYqCIsIkNvbXBhbnlOYW1lRW4iOiJhYmFub2IiLCJJc0RlZmF1bHRQYXNzd29yZCI6IkZhbHNlIiwiSXNBZG1pbiI6IkZhbHNlIiwiQWRtaW5JZCI6IjAiLCJDb21wYW55VHlwZUlkIjoiNCIsIklzVHdvRmFjdG9yQXV0aGVudGljYXRpb24iOiJGYWxzZSIsIlVzZXJUeXBlIjoiRW1wbG95ZWUiLCJJZCI6IjEyMzkiLCJDb21wYW55SWQiOiIyMzIiLCJ0ZW5hbnRfaWQiOiI2OWMyNzE5NjZjMWU1OGU2MjQ5YmM2NWUiLCJ1c2VyX2lkIjoiNjk2NzhjYzYwYTY1YjczNzg4MjM2NDM0IiwibmJmIjoxNzc0NDM4OTEwLCJleHAiOjE3NzQ0NzQ5MTAsImlhdCI6MTc3NDQzODkxMH0.CiQlDYFLHfScNqRvqGY93T-BDcq7jqgdvtOfnMhXsB4}}
Payload highlights:
** {{Email}}: {{a.monir@runatetechnology.com}}
** {{UserType}}: {{Employee}}
** {{tenant_id}}: {{69c271966c1e58e6249bc65e}}
** {{user_id}}: {{69678cc60a65b73788236434}}
** {{CompanyId}}: {{232}}
** {{exp}}: {{1774474910}}
** {{IsAdmin}}: {{False}}

{quote}Note to backend: Please validate claims, roles, and any permission checks for this endpoint against this token structure.{quote}

*Body / Payload*

Multipart request with:

* {{file}}: (binary document)
* {{Status}}: {{Draft}}
* {{DocumentType}}: {{697f1a15036fb24402923363}}
* {{ParentId}}: {{69c29780142f5cff4847c836}}
* {{WorkspaceId}}: {{69c29780142f5cff4847c836}}
* {{Title}}: {{test0.1}}

----

h3. Observed Behaviour

* After the user has been logged in and using the app for some time, calling {{POST /api/documents/uploadDocument}} starts returning:
** *HTTP status:* {{403 Forbidden}}
* The same user and token were previously able to upload documents successfully (same endpoint and similar payload).
* No validation errors are returned in the body (backend returns only the 403 status).

----

h3. Expected Behaviour

* As long as the JWT is valid (not expired) and the user has permission to upload documents in the given *WorkspaceId/ParentId*, the endpoint should:
** Accept the request
** Create the document in *Draft* status
** Return a success status (e.g., {{200}} / {{201}}) instead of {{403}}.

----

h3. Hypothesis / Pointers for Backend

Please check:

# *Authorization/Policy checks*
#* Any change in role/permission mapping for:
#** {{UserType = Employee}}
#** {{CompanyId = 232}}
#** {{tenant_id = 69c271966c1e58e6249bc65e}}
#* Whether the combination of {{WorkspaceId}} + {{ParentId}} requires a role that this token no longer satisfies over time (e.g. cached permissions, tenant switching).
# *Token validation*
#* Whether there is any server‑side blacklisting / revocation / “single session” logic that might cause an otherwise valid token to start failing with {{403}} after a certain time or action.
#* Any clock skew / {{nbf}} and {{exp}} handling that might be mis‑calculated.
# *Resource‑level access*
#* Permission checks specific to:
#** {{DocumentType = 697f1a15036fb24402923363}}
#** {{WorkspaceId = 69c29780142f5cff4847c836}}
#** {{ParentId = 69c29780142f5cff4847c836}}
# *Logs*
#* Check server logs for this endpoint filtered by {{user_id = 69678cc60a65b73788236434}} and {{tenant_id = 69c271966c1e58e6249bc65e}} around the time of the 403 to see which authorization rule is failing.",,Abanob Ashraf,712020:13892bc4-7729-4ac2-b049-fa974364ed48,;30/Mar/26 7:48 PM;ug:2c1e53b3-1709-4748-a13e-5046c0b3882e;28800,,0,28800,,,0,28800,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@30ff216d,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i02bib:m,,,,,,,,,,,,,,,,,MUS Sprint 14,,,,,,,,,,,,,,,,,,,,,,,,38938,MUS-577,Musahm Vault,In Progress,30/Mar/26 7:48 PM
"Login: Loader Dismisses Before Navigation, Leaving User Stuck on Login Screen Briefly (while selecting a company) if the employee was joint between two companies ",MUS-718,45110,Bug,To Do,MUS,MUSAHM,software,Waleed Hussien,60aa0dcf5c73730069e7ad29,,Medium,,mostafa.mohamed,712020:ee930284-a676-4ef4-984e-6d2be77068d4,Abanob Ashraf,712020:13892bc4-7729-4ac2-b049-fa974364ed48,Abanob Ashraf,712020:13892bc4-7729-4ac2-b049-fa974364ed48,24/Mar/26 4:03 PM,24/Mar/26 4:53 PM,,,,0,,,"*Environment / Context*

* Screen: Login – Company Selection step
* User type: Employee linked to more than one company (joint between two companies)

*Current Behavior*

# User enters valid login credentials and proceeds to the company selection screen.
# The user selects one of the companies they are linked to.
# A loading indicator (loader/spinner) appears to indicate that navigation is in progress.
# The loader dismisses *before* the navigation to the selected company’s home/dashboard is completed.
# For a brief period, the user is left on the login/company selection screen with no loader and no clear feedback, giving the impression that the system is stuck or unresponsive.
# After this short delay, the navigation finally happens and the user is redirected to the correct company context.

This behavior is only observed when the employee is joint between two companies and is choosing a company during login.

*Expected Behavior*

* When the user selects a company and the loader appears:
** The loader should remain visible *until* the navigation to the selected company’s home/dashboard is fully completed, *or*
** The user should be immediately redirected with smooth, continuous feedback, without a period where the loader disappears and the screen seems idle.
* At no point should the user be left on the login/company selection screen with no loader while the system is still processing their selection.

*Impact*

* Creates confusion and a poor user experience at a critical step (login).
* Users may think the system has frozen or that their company selection did not work.
* Increases the likelihood of repeated clicks or re-login attempts.

*Steps to Reproduce*

# Login using an employee account that is associated with at least two companies.
# Proceed to the company selection step.
# Select one of the available companies.
# Observe the loader and the behavior of the screen between selection and final navigation.

*Notes / Hypothesis*

* The loader appears to be tied only to the initial request and is dismissed once the selection call returns, while additional processing or navigation logic is still ongoing.
* The timing issue is more noticeable on slower connections or when the company context initialization takes longer.",,Abanob Ashraf,712020:13892bc4-7729-4ac2-b049-fa974364ed48,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7a77102a,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i02ck5:,,,,,,,,,,,,,,,,,MUS Sprint 14,,,,,,,,,,,,,,,,,,,,,,,,38938,MUS-577,Musahm Vault,To Do,24/Mar/26 4:03 PM
Musahm-GRC → Musahm-Vault: Intermediate transition screen doesn’t match product design,MUS-713,44612,Bug,To Do,MUS,MUSAHM,software,Waleed Hussien,60aa0dcf5c73730069e7ad29,,Medium,,mostafa.mohamed,712020:ee930284-a676-4ef4-984e-6d2be77068d4,Abanob Ashraf,712020:13892bc4-7729-4ac2-b049-fa974364ed48,Abanob Ashraf,712020:13892bc4-7729-4ac2-b049-fa974364ed48,17/Mar/26 5:17 PM,24/Mar/26 1:27 PM,,,,0,medium-priority,,"*Severity:* Minor
*Priority:* Medium
*Issue Type:* Bug / UX Inconsistency

*Environment*

* Environment: Production / Staging
* Entry point: Transition from *Musahm-GRC* to *Musahm-Vault*
* Browser: [Chrome Version 146.0.7680.80 (Official Build) (64-bit)]
* OS: [Windows 11]

*Steps to Reproduce*

# From *Musahm-GRC*, trigger navigation to *Musahm-Vault* (e.g. using the Vault-related action/link that opens Vault).
# Observe the screen that appears between GRC and the final Vault screen.

*Expected Result*

* Transition should go directly to the Vault page *or* show an intermediate screen that:
** Follows the Musahm design system (colors, typography, spacing, components).
** Uses consistent layout with other Vault / GRC screens.
** Contains only necessary information and actions.

*Actual Result*

* A “middle” / intermediate screen appears during the transition that:
** Does *not* match the design of GRC or Vault.
** Looks visually inconsistent with the rest of the product (layout, colors, components).
** Feels like an out-of-place or leftover screen in the flow.

*Suggested Fix*

* Either:
** Remove this intermediate screen and navigate directly to the target Vault screen, *or*
** Redesign the intermediate screen to fully align with Musahm’s current design system and user flow.",,Abanob Ashraf,712020:13892bc4-7729-4ac2-b049-fa974364ed48,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@108c448f,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i02bwd:,,,,,,,,,,,,,,,,,MUS Sprint 13,MUS Sprint 14,,,,,,,,,,,,,,,,,,,,,,,38938,MUS-577,Musahm Vault,To Do,17/Mar/26 5:17 PM
"Dropdown list for ""signature policies test"" is incorrectly positioned and overlaps the parent component",MUS-712,44610,Bug,Done,MUS,MUSAHM,software,Waleed Hussien,60aa0dcf5c73730069e7ad29,,Medium,,mostafa.mohamed,712020:ee930284-a676-4ef4-984e-6d2be77068d4,Abanob Ashraf,712020:13892bc4-7729-4ac2-b049-fa974364ed48,Abanob Ashraf,712020:13892bc4-7729-4ac2-b049-fa974364ed48,17/Mar/26 4:30 PM,30/Mar/26 4:10 PM,,,,0,medium-priority,,"*Summary*
Dropdown list for the organization/policy selector (""signature policies test"") is incorrectly positioned and overlaps the parent component.

*Severity:* Minor
*Priority:* Medium
*Issue Type:* Bug

*Environment*

* Environment: Production / Staging
* URL: https://s2.vault.musahm.com
* Browser: Chrome 146.0.7680.80 (Official Build) (64-bit)
* OS: Windows 11 (laptop)

*Steps to Reproduce*

# Navigate to the *Starred* documents page.
# Click on the *""signature policies test""* dropdown menu in the top header.
# Observe the position and styling of the resulting blue list box.

*Expected Result*

* The dropdown list appears *below* the input field.
* There is clear visual separation (padding/margin) between the trigger and the dropdown list.
* The dropdown uses the standard menu styling for the system (e.g., *white background*, *box-shadow*, consistent with the design language).

*Actual Result*

* The dropdown list (blue box) appears directly *on top of* the trigger label.
* The trigger text is partially/fully obscured by the blue box.
* The styling does *not* match the standard system design language for dropdown menus.

*Screenshots*

# {{image1.png}} – Starred documents header with the *""signature policies test""* dropdown open, showing the blue list box overlapping the trigger label.
# {{image2.png}} – Additional view of the same dropdown illustrating the incorrect vertical offset and overlap with the trigger.

Note: The two screenshots ({{image1.png}} and {{image2.png}}) are attached to this issue and correspond to the descriptions above.",,Abanob Ashraf,712020:13892bc4-7729-4ac2-b049-fa974364ed48,;30/Mar/26 4:10 PM;09fe937c-713b-4810-b97c-f0ae48184541;7200,,0,7200,,,0,7200,,17/Mar/26 5:12 PM;ug:14e49a3d-81bc-4f58-947b-699f3cef9a30;9c09603e-dafa-4e75-ad64-d77b1c0173dd.png;https://runatek.atlassian.net/rest/api/3/attachment/content/21840,17/Mar/26 5:05 PM;ug:14e49a3d-81bc-4f58-947b-699f3cef9a30;a806a9f9-4c64-4e89-8db1-dd2478f85347.png;https://runatek.atlassian.net/rest/api/3/attachment/content/21839,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@25433242,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i02bw5:,,,,,,,,,,,,,,,,,MUS Sprint 13,MUS Sprint 14,,,,,,,,,6b7d6503-39a9-482b-a2a4-a31d5e30a4cc,musahm team,,,,,,,,,,,,,38938,MUS-577,Musahm Vault,In Progress,30/Mar/26 4:09 PM
Web: Sequential loaders shown during page load (loader after loader),MUS-711,44608,Bug,Done,MUS,MUSAHM,software,Waleed Hussien,60aa0dcf5c73730069e7ad29,,Medium,,mostafa.mohamed,712020:ee930284-a676-4ef4-984e-6d2be77068d4,Abanob Ashraf,712020:13892bc4-7729-4ac2-b049-fa974364ed48,Abanob Ashraf,712020:13892bc4-7729-4ac2-b049-fa974364ed48,17/Mar/26 4:02 PM,30/Mar/26 4:10 PM,,,,0,medium-priority,,,,Abanob Ashraf,712020:13892bc4-7729-4ac2-b049-fa974364ed48,,,,,,,,,,17/Mar/26 4:03 PM;ug:14e49a3d-81bc-4f58-947b-699f3cef9a30;Video Project.mp4;https://runatek.atlassian.net/rest/api/3/attachment/content/21806,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7d617ce2,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i02bvx:,,,,,,,,,,,,,,,,,MUS Sprint 13,MUS Sprint 14,,,,,,,,,,,,,,,,,,,,,,,38938,MUS-577,Musahm Vault,In Progress,30/Mar/26 3:15 PM
Vault–GRC: Employee name change doesn’t trigger deactivation or authorization letter,MUS-710,44606,Bug,To Do,MUS,MUSAHM,software,Waleed Hussien,60aa0dcf5c73730069e7ad29,,Medium,,Ahmed Taher,712020:ba0168bc-6dad-4942-a8c1-0a85c1d85007,Abanob Ashraf,712020:13892bc4-7729-4ac2-b049-fa974364ed48,Abanob Ashraf,712020:13892bc4-7729-4ac2-b049-fa974364ed48,17/Mar/26 3:18 PM,31/Mar/26 7:44 PM,,,,0,security,Severity-Medium,"*Description*

When an employee’s *name is changed in Vault*, this change is not handled correctly in *GRC*:

* The employee remains *active* in GRC with the old authorization context.
* GRC *does not request a new authorization letter*, even though the legal/official name appearing on the authorization has changed.

This leads to a mismatch between the employee’s identity data in Vault and GRC, and potentially invalid or outdated authorization letters.

*Environment*

* Systems:
** Musahm *Vault*
** Musahm *GRC*
* Area: Employee synchronization + authorization letter workflow
* Role: Company admin / delegate updating employee data in Vault

*Preconditions*

* A company exists in GRC with an *active employee* who already has an authorization letter (or is considered authorized).
* The same employee exists in *Vault*, and the company–employee mapping is established.

*Steps to Reproduce*

# In *Vault*, locate a company that has an active, authorized employee in GRC.
# Open that employee’s record in Vault.
# *Change only the employee’s name* (e.g., update spelling, change last name, or update to a new legal name).
# Save the changes in Vault.
# Go to *GRC*, open the same company and navigate to the section where the employee’s authorization/representation is shown.
# Observe:
#* The employee’s status.
#* Whether GRC requests or enforces a new authorization letter for the updated name.

*Actual Result*

* The employee remains *active* in GRC with no status change.
* GRC *does not prompt for a new authorization letter*.
* The authorization context in GRC doesn’t react to the name change from Vault.

*Expected Result*

* When an employee’s *name is changed in Vault*:
** GRC should either:
*** Trigger a *new authorization letter requirement*, or
*** At least *flag the record for re‑authorization / review*, depending on the defined business rules.
** Authorization data in GRC should be *consistent and traceable* to the updated legal name.

*Impact*

* Potential *compliance and legal risk*, since authorization letters may no longer match the employee’s current legal name.
* *Data inconsistency* between Vault and GRC for employee identity.
* Difficulties in audits: the person authorized in GRC might not match the current Vault identity.

*Notes / Possible Root Cause*

* Name changes from Vault may not be:
** Emitting the correct event/type to GRC, or
** Mapped in GRC as a “sensitive change” requiring re‑authorization.",,Abanob Ashraf,712020:13892bc4-7729-4ac2-b049-fa974364ed48,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2aba16fd,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i01zmp:,,,,,,,,,,,,,,,,,MUS Sprint 13,MUS Sprint 14,,,,,,,,,,,,,,,,,,,,,,,38938,MUS-577,Musahm Vault,To Do,31/Mar/26 7:44 PM
Tooltip for profile button is not displayed/positioned correctly,MUS-709,44491,Bug,Done,MUS,MUSAHM,software,Waleed Hussien,60aa0dcf5c73730069e7ad29,,Medium,,mostafa.mohamed,712020:ee930284-a676-4ef4-984e-6d2be77068d4,Abanob Ashraf,712020:13892bc4-7729-4ac2-b049-fa974364ed48,Abanob Ashraf,712020:13892bc4-7729-4ac2-b049-fa974364ed48,15/Mar/26 6:25 PM,30/Mar/26 3:14 PM,,,,0,,,"Summary
Tooltip for profile button is not shown properly

Environment / Context

* Module / Area: Header
* URL: [https://www-s2.vault.musahm.com/|https://www-s2.vault.musahm.com/|smart-link] 
* Platform: Web
* Device: [Laptop]
* OS: [Windows 11]
* Browser & Version: [Version 146.0.7680.80 (Official Build) (64-bit)]
* Language: [English]

Steps to Reproduce

# Go to: [https://www-s2.vault.musahm.com/|https://www-s2.vault.musahm.com/|smart-link] 
# Login
# Locate the *Profile* button/icon in the header.
# Hover the mouse over the profile button (and/or focus it using Tab).
# Observe how the tooltip appears.

Expected Result

* A tooltip appears when hovering or focusing the profile button.

Actual Result

* Tooltip is partially off-screen / clipped / cut by the header.

Frequency

* [Always]
* Reproducible on: [All browsers]",,Abanob Ashraf,712020:13892bc4-7729-4ac2-b049-fa974364ed48,;30/Mar/26 3:06 PM;09fe937c-713b-4810-b97c-f0ae48184541;28800,,0,28800,,,0,28800,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@94fb2c7,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i02bt9:,,,,,,,,,,,,,,,,,MUS Sprint 13,MUS Sprint 14,,,,,,,,,,,,,,,,,,,,,,,38938,MUS-577,Musahm Vault,In Progress,30/Mar/26 3:07 PM
Intermittent Login Error: “Wrong Password” Shown Then Redirected Despite Valid Credentials,MUS-708,44489,Bug,Closed,MUS,MUSAHM,software,Waleed Hussien,60aa0dcf5c73730069e7ad29,,Medium,Done,Ahmed Taher,712020:ba0168bc-6dad-4942-a8c1-0a85c1d85007,Abanob Ashraf,712020:13892bc4-7729-4ac2-b049-fa974364ed48,Abanob Ashraf,712020:13892bc4-7729-4ac2-b049-fa974364ed48,15/Mar/26 6:18 PM,31/Mar/26 7:11 PM,,31/Mar/26 7:11 PM,,0,,,"*Summary*
Sometimes when logging in with correct username and password, the application briefly shows a “wrong password” (or invalid credentials) error message, then redirects back to the login page. The same credentials work at other times, so the error is intermittent and incorrect.

----

*Steps to Reproduce*

# Open the application in a web browser.
# Navigate to the *Login* page.
# Enter a *valid* username and password.
# Click on the *Login* button.
# Repeat the login process a few times (if the issue is intermittent).

----

*Actual Result*

* Occasionally, after clicking *Login* with valid credentials:
** The browser/app displays an error message such as *“Wrong password”* / *“Invalid credentials”*.
** The user is then redirected back to the login page.
** Using the exact same username and password again may work on a subsequent attempt.

----

*Expected Result*

* When the username and password are correct:
** No “wrong password” / “invalid credentials” error should be displayed.
** The user should be logged in successfully and redirected to the home page on the first attempt.

----

*Impact*

* Users may think their account or password is incorrect and attempt unnecessary resets.
* Reduces trust in the authentication system and overall system stability.
* Wastes time as users retry login multiple times.

----

*Environment*

* Platform: Web
* Device: Laptop
* OS: Windows 11
* Browser: Google Chrome
* Browser Version: 145.0.7632.160 (Official Build) (64-bit)",,Abanob Ashraf,712020:13892bc4-7729-4ac2-b049-fa974364ed48,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1b05d4a7,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i02238:,,,,,,,,,,,,,,,,,MUS Sprint 13,MUS Sprint 14,,,,,,,,,,,,,,,,,,,,,10387_*:*_1_*:*_0_*|*_10386_*:*_1_*:*_1385505146,,38938,MUS-577,Musahm Vault,Done,31/Mar/26 7:11 PM
Cross-App Navigation: Musahm Vault Ignores Selected Language from Musahm GRC,MUS-707,44487,Bug,To Do,MUS,MUSAHM,software,Waleed Hussien,60aa0dcf5c73730069e7ad29,,Medium,,Ahmed Taher,712020:ba0168bc-6dad-4942-a8c1-0a85c1d85007,Abanob Ashraf,712020:13892bc4-7729-4ac2-b049-fa974364ed48,Abanob Ashraf,712020:13892bc4-7729-4ac2-b049-fa974364ed48,15/Mar/26 6:06 PM,24/Mar/26 1:27 PM,,,,0,,,"*Summary*
When navigating from Musahm GRC to Musahm Vault, the selected language in Musahm GRC is not preserved. Musahm Vault opens in a different/default language instead of using the language already chosen by the user.

*Steps to Reproduce*

# Open Musahm GRC.
# Change the application language to a non-default language (for example, Arabic if English is default, or vice versa).
# While still in Musahm GRC, use the UI option/link/button to navigate to Musahm Vault.
# Observe the language in Musahm Vault after navigation.

*Actual Result*

* Musahm Vault opens, but the interface is not in the same language selected in Musahm GRC.
* The language appears to fall back to a default (or another) language instead of respecting the user’s prior language choice.

*Expected Result*

* When moving from Musahm GRC to Musahm Vault, Musahm Vault should open with the same selected language as in Musahm GRC, maintaining a consistent localized experience across both products.

*Impact*

* Breaks consistency of the user experience between Musahm products.
* Confuses users who expect their language preference to be respected across integrated modules.
* May cause users to think translation or localization is broken.

*Environment*

* Platform: Web
* Device: Laptop
* OS: Windows 11
* Browser: Google Chrome
* Browser Version: 145.0.7632.160 (Official Build) (64-bit)",,Abanob Ashraf,712020:13892bc4-7729-4ac2-b049-fa974364ed48,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@39e6b79b,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i02bst:,,,,,,,,,,,,,,,,,MUS Sprint 13,MUS Sprint 14,,,,,,,,,,,,,,,,,,,,,,,38938,MUS-577,Musahm Vault,To Do,15/Mar/26 6:06 PM
"Login: Loader Dismisses Before Navigation, Leaving User Stuck on Login Screen Briefly",MUS-706,44486,Bug,Done,MUS,MUSAHM,software,Waleed Hussien,60aa0dcf5c73730069e7ad29,,Medium,,mostafa.mohamed,712020:ee930284-a676-4ef4-984e-6d2be77068d4,Abanob Ashraf,712020:13892bc4-7729-4ac2-b049-fa974364ed48,Abanob Ashraf,712020:13892bc4-7729-4ac2-b049-fa974364ed48,15/Mar/26 5:44 PM,29/Mar/26 8:30 PM,,,,0,,,"*Summary*
When logging in, the loading indicator disappears but the user remains on the login page for about one second before being redirected to the home screen, creating a confusing and sluggish experience.

----

*Steps to Reproduce*

# Open the application in a web browser.
# Navigate to the login screen (if not already there).
# Enter valid credentials (email/username and password).
# Click on the *Login* button.

----

*Actual Result*

* The loader/spinner appears briefly.
* The loader disappears, but the user still sees the login screen for about one second with no visible loading state.
* After that short delay, the user is redirected to the home page.

----

*Expected Result*

* The loader/spinner should remain visible until navigation to the home page is complete,
*or*
* The transition from login to home page should be seamless with no “blank” idle state on the login page.

----

*Impact*

* Creates the impression that the app is slow or unresponsive.
* May cause users to think the login did not work and click *Login* again.

----

*Environment*

* Platform: Web
* Device: Laptop
* OS: Windows 11
* Browser: Google Chrome
* Browser Version: 145.0.7632.160 (Official Build) (64-bit)",,Abanob Ashraf,712020:13892bc4-7729-4ac2-b049-fa974364ed48,;29/Mar/26 8:29 PM;09fe937c-713b-4810-b97c-f0ae48184541;28800,,0,28800,,,0,28800,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4c74ef08,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i02bsl:,,,,,,,,,,,,,,,,,MUS Sprint 13,MUS Sprint 14,,,,,,,,,,,,,,,,,,,,,,,38938,MUS-577,Musahm Vault,In Progress,29/Mar/26 8:29 PM
